title,features,description,price,average_rating,rating_number,itemId,all_reviews_text,metadata_text_count,has_review_text
Amazon.com $25 Gift Card in a Black Gift Box (Classic Black Card Design),"['Gift Card is nested inside a specialty gift box', 'Gift Card has no fees and no expiration date', 'No returns and no refunds on Gift Cards', 'Gift Card is redeemable towards millions of items storewide at Amazon.com', 'Scan and redeem any Gift Card with a mobile or tablet device via the Amazon App', 'Free One-Day Shipping (where available)', 'Customized gift message, if chosen at check-out, only appears on packing slip and not on the actual gift card or carrier']","[""Amazon.com Gift Cards are the perfect way to give them exactly what they're hoping for - even if you don't know what it is. Amazon.com Gift Cards are redeemable for millions of items across Amazon.com. Item delivered is a single physical Amazon.com Gift Card. Gift card is attached to a folded blank greeting card and is packed in an individual 5.25 x 7.25 inch envelope. Envelope is delivered sealed. An additional 5 x 7 inch unsealed envelope is also provided.""]",,4.8,2207,56,"It's a $25 gift card. I bought it to take advantage of an Alexa/Echo offer. The box and bow are attractive but they were in the garbage in five minutes and a few minutes after that the credit balance was in my account. Sending the pretty box and bow was nice and only other option was a white gift box with bow. Why I couldn't have been emailed the $25 code I don't know but I actually feel a little guilty for Amazon wrapping this up nicely and shipping it overnight. I'd have been happy with a code to copy, paste and redeem. Now all Amazon had to do, as promised, is email my $5 voucher for buying this $25 card. [SEP] Another gift card.  This one also received the expected cheerful response from the recipient, but what more can you expect.  It worked. [SEP] It's a gift card in a small box with an orange ribbon and bow on the box top. You can send an Amazon gift card by email or hand deliver one like this. They all work the same, money which is applied to a person's Amazon account.  Only problem I have with gift cards is that purchases don't register as &#34;verified purchase&#34; when the gift card balance is used for payment and you leave a review. [SEP] Amazon gift cards have really nice selection of boxes. Perfect for any occasion [SEP] What a clever way to package a graduation gift card.  Thanks. [SEP] Christmas gift for one of my nephews. [SEP] Happy it works because I was skeptical at first buying, reading that this did not come activated, but mine did, and it came with the cool box. Great purchase. [SEP] This gift card makes a very nice gift for someone who shops online.  Plus, it looks much nicer than simply a gift card that you can get at the store since it comes in it's own little box making it look good.  I will definitely be buying more of these in the future!  The bonus, for me, is that I don't have to spend a lot of time thinking about what I'm going to be buying - and then wondering if it's something they'll truly want.  In my book, it's a ""win-win""! [SEP] great! [SEP] who doesn't love an amazon card?! come on! :}",3,True
Starbucks Gift Card,"['A Starbucks Card is Always Welcome', 'Redemption: Instore and Online', 'No returns and no refunds on gift cards.']",[],50.0,4.9,37637,42,"My friend like the gift card like the sweater for holiday card [SEP] its just a gift card [SEP] I start everyday with coffee. Home made, DD, Starbucks. It honestly doesnt matter I just need caffeine! [SEP] I bought this for a white elephant gift exchange and it was one of the most stolen gifts.  I always buy white elephant gifts that I personally wouldn't mind ending up with so I would have been happy to come back with this but everyone else also wanted it.  Can't go wrong with a Starbucks gift card. [SEP] Works great at Starbucks. [SEP] Bought it as a gift, The recipient loved it. [SEP] Great gift! [SEP] I bought this for my daughter n law for her b'day. All went well. She is very happy with her gift card. I love the design on it. [SEP] I got it! [SEP] Came fine.",3,True
GameStop Gift Card,"['This item has a quantity limit of 2 units per customer per week', ""Redeemable at US GameStop, EB Games, Babbage's, Electronic Boutique, EBX, Planet X, and Software Etc. stores."", 'Over 6,100 stores located throughout the United States.', 'GameStop. Power to the Players.', 'Amazon.com Gift Cards cannot be used as a method of payment for this item.', 'No returns and no refunds on gift cards.']",[],100.0,4.9,5439,346,"While the cardboard packing material isn't world class, the card itself more than makes up for anything that it is lacking! True to its word, it is worth exactly the price advertised on the packaging!! The thick plastic card is very well made and able to withstand many environmental elements commonly found in any gamers every day life. Mom's washer and that 10 year old condom you never had the chance to use will not cause this card to be less valuable while stored in your wallet!! Can't go wrong buying this for any die hard game fan! [SEP] gift card for my son [SEP] Good gift for your kids and grand kids! [SEP] easy and great gift for any video gamer. [SEP] Good buy [SEP] Pick a game [SEP] Had to cancel regular shipping, get prime, reorder for same day shipping because the gift card was just sitting for a few days and was not shipping. Dragging your feet over sending a gift card is ridiculous. Regardless at the end of the day its a gift card so 4 stars it is. [SEP] not much to say though it worked [SEP] Son's birthday gift [SEP] What's not to like? It's Game Stop.",3,True
Amazon.com Gift Card in a Vintage Luggage Tin,"['Gift Card is affixed inside a gift tin', 'Gift amount may not be printed on Gift Cards', 'Gift Card has no fees and no expiration date', 'No returns and no refunds on Gift Cards', 'Gift Card is redeemable towards millions of items storewide at Amazon.com', 'Scan and redeem any Gift Card with a mobile or tablet device via the Amazon App', 'Free One-Day Shipping (where available)', 'Customized gift message, if chosen at check-out, only appears on packing slip and not on the actual gift card or carrier']","[""Amazon.com Gift Cards are the perfect way to give them exactly what they're hoping for - even if you don't know what it is. Amazon.com Gift Cards are redeemable for millions of items across Amazon.com. Item delivered is a single physical Amazon.com Gift Card nested inside or with a free gift accessory.""]",,4.7,147,202,"What a cute gift card container/box! [SEP] The tin was so appropriate to send an Amazon gift card to a friend across the miles. [SEP] My daughter in law enjoyed this gift. [SEP] This is a really nice package for an Amazon gift card. [SEP] Fun way to give a gift card! [SEP] I bought this for my wife's birthday. Super fast shipping & she loves the tin! Thank you! [SEP] As others have said, I also received mine with a sizable dent. I won't be able to use the tin as a gift either. It's such a shame since it's so cute. [SEP] The suitcase is cute! [SEP] so cute, nice gift for anyone for any occasion, I purchased this for new bride and groom as a gift for their wedding day [SEP] This is the cutest tin. Great for Bon Voyage gift or graduations. Almost anything.",3,True
California Pizza Kitchen Gift Card,"['California Pizza Kitchen features an imaginative line of hearth-baked pizzas including the Original BBQ Chicken pizza, and a broad selection of distinctive pastas, salads, soups, sandwiches and desserts.', 'Offering Dine-In, Take-Out, Catering and an Award-Winning CPKids Menu.', 'Redeemable for food and beverage at all participating California Pizza Kitchen (CPK) and CPK/ASAP restaurants in the U.S. only.', 'No returns and no refunds on gift cards.']","['California Pizza Kitchen features an imaginative line of hearth-baked pizzas including the Original BBQ Chicken pizza, and a broad selection of distinctive pastas, salads, soups, sandwiches and desserts. Offering Dine-In, Take-Out, Catering and an Award-Winning CPKids Menu.']",25.0,4.8,517,279,"Loaded and ready to go.  I will definitely buy more gift cards through Amazon.  Very easy process and no running around to stores and restaurants to purchase. [SEP] The card it came with was bent and stuck all over. [SEP] Got this for my uncle and aunt  for the holidays. They have a CPK in a mall near them that they love to go to after they walk around the mall.  Gift card came to me very quickly and was simple to send to them. I made them happy. [SEP] Good way to save money ,love it! [SEP] This was sent to a friend who lost her son to Cronovirus to provide a dinner for the family. [SEP] I gave it to my Granddaughter for Christmas..she loved it [SEP] Was given as a gift [SEP] yummy [SEP] good gift [SEP] Great gift",3,True
"Chipotle Gift Card, Multipack of 3","['Redemption: Instore and Online', 'No returns and no refunds on gift cards.']","['Chipotle offers a focused menu of burritos, tacos, burrito bowls and salads made from fresh, high-quality raw ingredients, prepared using classic cooking methods and served in a distinctive atmosphere. Through our vision of Food With Integrity, Chipotle is seeking better food from using ingredients that are not only fresh, but that where possible, are sustainably grown and raised responsibly with respect for the animals, the land, and the farmers who produce the food.']",45.0,4.9,2164,194,"Great design of gift card for friends to eat some chipotle food in holiday season. Easy to use. [SEP] I wanted to get several of these for friends that would cover a meal. $15 is the sweet spot for my purposes. [SEP] Good [SEP] The gift cards, though purchased via Amazon,  actually have nothing to do with Amazon so don’t call them for assistance. Wondered if the cards were activated and was told to contact Chipotle. Good luck. No published number works and 3 emails later no reply. Did not want to gift these until I knew they were loaded. Finally saw tiny imprint phone number at bottom of card on back where the card balance could be checked. The balance was shown to be correct for each card. Seems when sent there should be a notation indicating they are active. Update: Chipotle just responded. Their cards always come activated. [SEP] If folks like Chipotle, these are great gifts. Nice to throw in a birthday card, and you’re done. Thank you. [SEP] Called the number on the back they all had $15.00 balances! These are perfect for gifts for multiple people! [SEP] Always a great gift to give [SEP] This Chipotle gift cards seemed like a good holiday gift idea for my son, as it seems like Chipotle is his ""go-to"" place for eating out.  To my shame and discredit (maybe), I can admit that I've never been to Chipotle.  Regardless it must be pretty good and these gift cards were a good, easy way to enable more patronage of their locations. [SEP] What can you say about a gift card? It works. lol [SEP] I’m doing mostly gift cards for Christmas this year.  Also done, the easiest shopping I’ve ever done. Love it.",3,True
Amazon.com Gift Card with GUND Holiday 2017 Teddy Bear - Limited Edition,"['Gift Card is affixed to a GUND Teddy Bear', ""Gift amount may not be printed on the gift card hanging around the Teddy Bear's neck"", 'Gift Card has no fees and no expiration date', 'No returns and no refunds on Gift Cards', 'Gift Card is redeemable towards millions of items storewide at Amazon.com', 'Scan and redeem any Gift Card with a mobile or tablet device via the Amazon App', 'FREE One-Day Shipping (where available)', 'Quantities are limited to two per customer', 'Customized gift message, if chosen at check-out, only appears on packing slip and not on the actual gift card or carrier']","[""Amazon.com Gift Cards are the perfect way to give them exactly what they're hoping for - even if you don't know what it is. Amazon.com Gift Cards are redeemable for millions of items across Amazon.com. Item delivered is a single physical Amazon.com Gift Card nested inside or with a free gift accessory.""]",,4.7,937,81,"great gift for my family and myself! I got one last year and got 2 more this year. The bears are sitting under my Christmas tree. [SEP] This is a great gift!! The bear is highest quality! [SEP] I bought my first amazon bear last year and deciided to make it a tradition. may as well! it's a free bear and we all know I'm eventually going to spend at least $100 on amazon in the next few months if not right away. The bear is very high quality and would make a perfect gift with or without the card attached. Very soft and normal teddy bear sized - it's not a mini. Would love to see a more &#34;bear&#34; looking bear perhaps. like a grizzly - but cute :) [SEP] So cute ! So fluffy！ [SEP] I love the cute little bear, so soft and beautiful. I bought 2 already, will sure watch for next year's edition! [SEP] Perfect gift [SEP] Good product. [SEP] A gift card is a gift card, but the surprisingly-large bear represents a notable discount for anyone who can use it. [SEP] Easy gift purchase with free bear. I have been buying these for my Grand Nieces. [SEP] Loved this deal.",3,True
The Cheesecake Factory Gift Card,"['The Cheesecake Factory Gift Card can be used at any of The Cheesecake Factory restaurants nationwide.', 'US chain of full-service restaurants, specializing more than 50 decadent cheesecakes and desserts.', 'No returns and no refunds on gift cards.']","[""The Cheesecake Factory offers more than 200 menu selections including steaks pastas specialty salads pizzas and fresh fish. Don't forget to save room for one of their more than 50 decadent cheesecakes and desserts.""]",50.0,4.9,5669,219,"Love to give restaurant gift cards to family members as you sometimes get to accompany them when they use the card!  And if any of your family is frugal, the card compels them to go out and have a little fun.  Love this restaurant.  Went there tonight.  Their hamburgers are great, as is the side garden salad.  We also sampled a raspberry white chocolate truffle cheesecake.  Yum!  Will be ordering these cards for Father's Day. [SEP] I love the Cheesecake Factory! Perfect gift for anyone! I am so glad Amazon sells Cheesecake Factory gift cards. So convienent. [SEP] Best thing ever for a quick gift bought several it’s works great. I called the 800 number in back first and then gifted it . [SEP] Fantastic [SEP] Ordered these and got them same day.  No problems at all, just like with any other gift card I've purchased off of here! [SEP] Gave this to my daughter for her birthday. Awesome food, great atmosphere & yummy cheesecake!!! [SEP] Bought this during a flash sale. $20 for $25 gift card. Gave it as a gift to a friend. They said it worked.<br />It was a legitimate gift card. Came Physically in the mail not a code. [SEP] These gift cards are a perfect gifts and cheesecake and a cup of coffee make the perfect afternoon delight [SEP] Satisfied [SEP] Who doesn't like a $25 fight card for 20 bucks,  and a diabetic coma inducing Cheesecake to go with it?  I do!!!",3,True
Netflix Gift Card,"['Unlimited movies, TV shows, and more. Watch anywhere. Cancel anytime.', 'Give the gift of entertainment so your friends and family can stream unlimited films and Netflix original series. Whether your loved one already has a Netflix account or they will be creating a new account, they can use a Netflix gift card toward their membership.', 'No credit card is required to redeem a gift code.', 'Codes are applied to your account as a gift balance. Gift codes can be added to any plan, regardless of the amount.', 'Redemption: Online', 'No Returns and Refunds on Gift Cards']",['There’s always something great to watch.'],60.0,4.8,2123,10,"Card did not work!!!! [SEP] Code worked. [SEP] Giftcards make great stocking stuffers for my adult kids. [SEP] Really enjoying the variety of the programming. [SEP] No complaints-second order of a card here and it worked just fine. [SEP] Just as I expected [SEP] Always good to have Netflix gift card to have a fire  ^_* [SEP] perfect gift [SEP] perfect gift [SEP] Fast shipping, product exactly as described.",3,True
Firehouse Subs Gift Card,"['This card may only be used for purchases at Firehouse Subs locations in the 50 United States.', 'Redemption: Instore', 'No returns and no refunds on gift cards.']","['OUR MISSION - To carry on our commitment to and passion for hearty and flavorful food, heartfelt service, and public safety.']",50.0,4.8,2208,270,"Best subs [SEP] This was a terrific buy.  I love Firehouse, and a discount as cool as this one (on sale) is always welcome. [SEP] I gave 2 of these to family members who are serving in our Armed Forces for Christmas and thank you gifts. [SEP] Bought for a ten dollar discount. Have one near my work, so no problems. Have to buy a large grinder as they are smaller than most chains. [SEP] Firehouse is awesome and this special sale made the family happy! [SEP] 1 free footlong [SEP] Always try to keep gift cards on hand for those unexpected occasions when you need a last minute birthday gift. Love getting these through Amazons daily deals, just wish they had them more often. [SEP] It's a gift card!  Lightning deal made it a good value. [SEP] Great value! Never had an issue with the balance. Love getting the lightning deal on gift card I use regularly. [SEP] $10 bucks off. Hard to pass up if you're going there anyway.",3,True
"Applebee's Gift Cards, Multipack of 3","['Contains 3 plastic gift cards in your choice of design.', ""Good for any occasion - with Applebee's Gift Cards, it's the taste that counts!"", ""Redeemable at Applebee's in the U.S. and Canada."", 'No returns and no refunds on gift cards.']","['Join your neighbors at Applebees for delicious food, friendly service and a hometown atmosphere that cannott be beat. From American classics like our Applebees House Sirloin to signature dishes like our Fiesta Lime Chicken, Applebees is the place for great food and good times. Stop by today and see whats new in the neighborhood.']",45.0,4.8,545,283,"Just what my wife was looking for to include with the Christmas cards sent to her girl friends. The gift envelopes are a nice touch. [SEP] It was to be a gift. None of the cards had any money on them  I paid 45.00 [SEP] If your family or friends love Applebees then this is the gift card set for you.. [SEP] this was a gift i sure they liked it. [SEP] Great gifts for my adult children. [SEP] Nice to have a 3-pack of Applebee’s gift cards for spur of the moment lunches. Giftable and perfect. [SEP] These were a gift. [SEP] With these I just made my mailman, my paper boy and my hairdresser very happy this christmas! [SEP] Great gift cards [SEP] It's applebee's, how could that not be worth a 5 star review on it's own?!  What's especially nice about these is you can tip the waitress with gift card money.  So you really don't ever end up spending a dime.  Unless you yourself bought you yourself these cards, which in that case, what is the point?  Anyways- they are awesome!",3,True
Lowe's Gift Card,"['Redemption: Instore and Online', ""It's the perfect gift for any occasion."", 'No returns and no refunds on gift cards.', 'Please note, the back of the packaging may appear to be removed as the enclosed gift card needs to be activated.']","['Before you click to continue, you should know this isn’t just a gift card. It’s carte blanche for someone to pursue the dreams they have for their home. A wallet-sized dose of inspiration that grants them permission to improve and enhance. Just thought you should know. Now click away.']",100.0,4.8,12079,109,The recipient was pleased to receive it. [SEP] Card worked with no problems! [SEP] Quick delivery and no issues [SEP] Great gift for dad [SEP] What's not to like [SEP] This was an easy to love gift.  Buying a Lowe's gift card from Amazon so you don't have to get into traffic for a simple gift card.  Thanks Amazon for being amazing. [SEP] Great [SEP] Great present! [SEP] perfect to give as a gift [SEP] Who doesn't love to receive gift cards!?,3,True
Red Lobster Gift Card,"['Gift cards can be redeemed at any Red Lobster restaurant in the U.S.', 'Red Lobster Gift Cards are redeemable at all Red Lobster locations in the United States.', 'Redemption: In-Restaurant and Online To Go', 'No returns and no refunds on gift cards.']",[],50.0,4.9,5845,90,"Thanks [SEP] My dad loves Red Lobster and this is the perfect gift for him for Christmas [SEP] $40 for $50 giftcard. yup, im there. [SEP] Good product. [SEP] Great present all u can eat shrimp. [SEP] We love red lobster as well! [SEP] love [SEP] Was so easy to send as a gift [SEP] was a gift and they enjoyed it [SEP] was a gift and they enjoyed it",3,True
Panda Express Gift Card,"[""Founded in 1973, with close to 1,500 locations in 42 states, the privately-held Panda Restaurant Group is the world's leader in Asian dining experiences."", 'Panda Express is best known for its wide variety of original recipes including their famous Orange Chicken(TM), Beijing Beef(TM), Honey Walnut Shrimp(TM), and Shanghai Angus Steak(TM).', 'Redeemable in store only.', 'No returns and no refunds on gift cards.']",[],25.0,4.8,3074,163,"fast delivery and card worked [SEP] I love to eat a couple types of food at Panda Express. This gift card is easier to use and saves money for more cash back with Discover card during the holiday season on Amazon. It's giftable as well! [SEP] Good card [SEP] Was as expected [SEP] ITS FOOOOOOD!!!!!!! [SEP] If you are planning on gifting this, then the cosmetic imperfections matter. The card came with scratches on it and the backing was crumpled. The card was stuck crooked on the backing. The card is difficult to check the balance - the # is absurdly long (unlike all the other GCs I've bought recently). If you enter it wrong, the system hangs up on you! Once I managed to enter it right, after having to call it back twice, I was able to check the balance and see that the card was loaded. [SEP] Saves us drive to store! [SEP] If you like Panda Express then can't go wrong with a gift card. Got this for Mom for Christmas and she loved it. She's a Panda Fan [SEP] I order one or two each year for my grandson who loves the Orange Chicken. I have only sent the plastic card (not e-gift) and he has had no trouble redeeming at any Panda Express. [SEP] Glad to see you are expanding gift cards selection.",3,True
Omaha Steaks Gift Card,"['Omaha Steaks gift cards make the perfect gift for birthdays, weddings, holidays, corporate gifts and more.', 'Omaha Steaks Gift Cards are tasteful gifts for friends, family and business associates.', 'Shop online, by phone, mail or fax, as well as at any Omaha Steaks retail location.', 'Minimum purchase of $99.99 required for website or phone orders', 'No returns and no refunds on gift cards.']","['Omaha Steaks gift cards make the perfect gift for birthdays, weddings, holidays, corporate gifts and more. Since 1917, our customers have been enjoying our legendary steaks, gourmet beef specialties, ocean-fresh seafood, perfect pork and poultry, decadent desserts and more! Omaha Steaks offers something sure to please everyone on your list!']",25.0,4.8,902,356,"Item as described. [SEP] good steaks [SEP] Thank you gift for our snowblowing neighbors who love to cook out...!!! [SEP] Can’t go wrong with anything they sell. All the products are of the highest quality. I send these gift cards to my son as a Christmas present and sometimes for his anniversary. Usually I buy them direct from the company but at Christmas time realized I could get them from Amazon prime faster. Yay Amazon Prime! [SEP] Who wouldn’t want a gift of delicious Omaha?? [SEP] What's not to like about Omaha Steaks! [SEP] I had been giving Omaha Steak gift cards for years at Christmas. I could include them with the Christmas cards for people I wouldn't see during the holidays. It has since been brought to my attention that the company now has such a high threshold for free shipping and a high shipping rate that it is now cost prohibitive to purchase from them online. Even when given a gift card! I'm now forcing friends and family to spend more just to get a gift! If you can find an actual store, maybe you're alright but mail order is out of the question. It used to be fun. People would buy special packages of steaks or burgers. Or try something out of the ordinary. Now it seems its more of a hassle to find something you'll like and not spend more then the gift cards! The weight of the meats is small, the postage is high and adding heavy potatoes to a combo isn't really ""special"". I will NOT continue buying these in the future. [SEP] Great meat. [SEP] Quickly received just as described! [SEP] Great gift, good product s.",3,True
Express Gift Card,"['With nearly 600 stores across America, Express is the must-have sophisticated fashion brand for work, the weekend, or going out.', ""It's what's new and what's now for young fashion-oriented women and men."", 'Redeemable for merchandise only in the U.S. at Express, Express Men stores, Express Last Hurrah, and online.', 'No returns and no refunds on gift cards.']","[""With nearly 600 stores across America, Express is the must-have sophisticated fashion brand for work, the weekend, or going out. It's what's new and what's now for young fashion-oriented women and men. Express is a modern fashion for a fast life. Express exudes style, energy and confidence.""]",25.0,4.8,1214,52,It's a gift card... [SEP] fast delivery and card worked [SEP] Great value when bought with ebates [SEP] love it [SEP] Just as described. No problems. [SEP] gift cards are easy to give [SEP] Great idea for college age girls for Christmas. So nice to be able to order from Amazon [SEP] The cards were not in envelope [SEP] Nice product. [SEP] happy I purchased this at a discount on prime day,3,True
Krispy Kreme Gift Card,"['Krispy Kreme gift cards can be redeemed at US participating locations.', 'Krispy Kreme gift cards cannot be redeemed at grocery stores, convenience stores, or other locations that are not Krispy Kreme retail stores.', 'Only good at participating Krispy Kreme retail stores in the United States.', 'Redemption: Instore Only', 'No returns and no refunds on gift cards.']","['Krispy Kreme is a global retailer of premium sweet treats, including its signature hot Original Glazed doughnut.']",25.0,4.9,1134,6,"My grandson inlaw loves his gift cards, so it's the perfect gift for Christmas [SEP] rather than give them a Visa gift card or an Amazon gift card, this year I am mixing it up - food, movies and more. They will be thrilled. [SEP] They loved it [SEP] This was a fantastic deal for Christmas gifts! [SEP] Happened to pick this up as a stocking stuffer and it was a daily deal! Who doesn’t like donuts? [SEP] Krispy Kreme are the best doughnuts in the world.  Sorry if you don't get it.  :)<br /><br />Got this on a deal for $20 saving us $5.  We will use when there is another sale or deal as doughnuts have become somewhat expensive. [SEP] I love the value of this gift card. I would purchase it again. [SEP] * *  P E R F E C T  * * [SEP] It's Krispy Kreme and the card was discounted, how could you possibly go wrong? [SEP] Love this!",3,True
Amazon.com Gift Card in a Black Gift Box (Kindle Card Design),"['Gift Card is nested inside a specialty gift box', 'Gift Card has no fees and no expiration date', 'No returns and no refunds on Gift Cards', 'Gift Card is redeemable towards millions of items storewide at Amazon.com', 'Scan and redeem any Gift Card with a mobile or tablet device via the Amazon App', 'Free One-Day Shipping (where available)', 'Customized gift message, if chosen at check-out, only appears on packing slip and not on the actual gift card or carrier']","[""Amazon.com Gift Cards are the perfect way to give them exactly what they're hoping for - even if you don't know what it is. Amazon.com Gift Cards are redeemable for millions of items across Amazon.com. Item delivered is a single physical Amazon.com Gift Card nested inside a tin Gift Box.""]",,4.8,1362,178,"as expected [SEP] No wrapping and the receiver really loved the freedom to choose whatever they wanted rather than &#34;just getting&#34; something because it was a holiday. [SEP] it's a gift card... what more is there to say? The box and ribbon looked great, and the code was easily redeemable. Sometimes Amazon runs promotions for Prime members where you can get some extra credit (roughly $5) to your account if you purchase a certain amount in gift cards, which is a no-brainer. If I was actually gifting this to someone else, I personally think the direct e-mail is a better option, but the availability of a box is a nice touch. [SEP] I like that they are shipped so quickly so they make a perfect last minute gift. Everyone can find something they want on Amazon so its a pretty universal gift. [SEP] I needed a last minute Christmas present  for a family member with whom I thought we had agreed that we were not exchanging gifts this year. She called me three days before Christmas and discussed, to my horror, that she could not wait for me to see what she had gotten for me. I knew that she has a Kindle fire, so I looked locally in a mad dash at local retailers and could not find any Amazon related gift cards. They were sold out. I came home and ordered through my Amazon Prime membership and received the card the next day in a nice little gift box already wrapped. Fast and hassle free. I had already made up a card explaining that I had not received her gift yet, but I did not need to use the card. She immediately bought a book that evening. Really a life saver, thanks Amazon for the quick delivery. [SEP] This was a wonderful gift for a new Kindle Fire owner!  It arrived within 2 days - just in time for the gift-giving occassion!<br /><br />[[ASIN:B005S28ZES Amazon.com Gift Cards - In a Gift Box - Free One-Day Shipping]] [SEP] Was able to get it with account credit for purchase.  This was a no trainer.  Win, win, for the gifted and the gift giver. [SEP] She can't wait to order some books!!!! [SEP] Purchased for my granddaughter.  She loved it. [SEP] I suppose to get $10 gift card with my order.  Where is my $10 card?",3,True
Lane Bryant Gift Card,"['Lane Bryant is the most widely recognized name in specialty plus-size fashion.', 'From the latest looks in clothing and accessories to exclusive Cacique intimates, Lane Bryant has something for everyone on your list.', 'Retail stores located nationwide at Lane Bryant and Lane Bryant Outlet stores and/or online.', 'No returns and no refunds on gift cards.']",[],50.0,4.8,2192,72,"I bought this gift card during prime day.  Great value.  Came in very handy and will definitely buy more. [SEP] As expected [SEP] Love Lane Bryant. My only complaint is that I didn't have more options on the gift cards. I had to order 4 $25 dollar one. [SEP] As expected; and nice with the $5 discount on Prime Day and free shipping.  Worked perfectly. [SEP] Great gift. [SEP] 20% off?  Yes, thank you.  Would love more of a discount, but I'll take what I can get. [SEP] Great gift card, when discounted. [SEP] Excellent product and customer service!!! [SEP] What more do you need to know? It's a gift card. It works! [SEP] awesome",3,True
Amazon.com Gift Card in a Polka Dot Reveal (Classic Black Card Design),"['Gift Card is affixed inside a reveal product', 'Gift Card has no fees and no expiration date', 'No returns and no refunds on Gift Cards', 'Gift amount may not be printed on Gift Cards', 'Scan and redeem any Gift Card with a mobile or tablet device via the Amazon App', 'Free One-Day Shipping (where available)', 'Customized gift message, if chosen at check-out, only appears on packing slip and not on the actual gift card or carrier']","[""Amazon.com Gift Cards are the perfect way to give them exactly what they're hoping for - even if you don't know what it is. Amazon.com Gift Cards are redeemable for millions of items across Amazon.com. Item delivered is a single physical Amazon.com Gift Card nested inside or with a free gift accessory.""]",,4.9,8004,343,"This is a cute gift card holder option.<br />It came shrink wrapped, which I liked, and when opened it was easy to pull up the card by the handles. [SEP] Great gift nice presentation [SEP] always easy [SEP] My kids love e-card because they can order what they want this is a great gift. [SEP] Given as a gift. [SEP] Really cute gift for a teenage girl! [SEP] Love the Amazon gift cards! Always arrive ahead of time. [SEP] Gift [SEP] My daughter loved this! [SEP] Arrived promptly and as described.",3,True
Amazon.com Gift Card in a Congratulations or Graduation Style Gift Box (Various Designs),"['Gift Card is nested inside a specialty gift box', 'Gift Card has no fees and no expiration date', 'No returns and no refunds on Gift Cards', 'Gift amount may not be printed on Gift Cards', 'Gift Card is redeemable towards millions of items storewide at Amazon.com', 'Scan and redeem any Gift Card with a mobile or tablet device via the Amazon App', 'Free One-Day Shipping (where available)', 'Customized gift message, if chosen at check-out, only appears on packing slip and not on the actual gift card or carrier']",[],25.0,4.9,16819,29,"I mean really, who wouldn't LOVE this?!?  Wonderful gift for any occasion. [SEP] They were the perfect gift [SEP] So great! [SEP] I gave it as a gift and they loved the presentation.  Perfect for graduation. [SEP] grand daughter loved it. and of course the gift card [SEP] These are so cute and PERFECT for grads.  I  bought them to reward students for volunteer work as they graduate from high school. [SEP] Nice easy to please gift cards! [SEP] gift card with style. recipient loved it. Great gift card for graduates who love to shop on amazon. i would buy one myself just for the box. [SEP] I gave this as a retirement gift and it was so cute! [SEP] Obviously I got this for a graduation. It was a cute box but it did not give anywhere to write the amount of the gift card on either the card or the box. It would have been nice if there had been somewhere to also list who the gift was from so that I didn't have to put it in a gift bad. That kind of defeated the purpose of buying the cute box. I would not purchase this again as it did not turn out to be worth it.",3,True
Amazon.com Gift Card in a Ornament Tin (Merry Christmas Card Design),"['Gift Card is nested inside a specialty gift box', 'Gift Card has no fees and no expiration date', 'No returns and no refunds on Gift Cards', 'Gift amount may not be printed on Gift Cards', 'Gift Card is redeemable towards millions of items storewide at Amazon.com', 'Scan and redeem any Gift Card with a mobile or tablet device via the Amazon App', 'Free One-Day Shipping (where available)', 'Customized gift message, if chosen at check-out, only appears on packing slip and not on the actual gift card or carrier']","[""Amazon.com Gift Cards are the perfect way to give them exactly what they're hoping for - even if you don't know what it is. Amazon.com Gift Cards are redeemable for millions of items across Amazon.com. Item delivered is a single physical Amazon.com Gift Card nested inside or with a free gift accessory.""]",,4.9,4463,144,Everyone loves gift cards—ease of ordering and gift wrapped to boot! Used to buy in grocery store. No more!! [SEP] Made a nice Christmas present for my grown grandchildren. [SEP] Nice [SEP] Loved the container the cards came in. (free) [SEP] Liked that tin could be used as the packaging and it did not have to be wrapped. [SEP] I used it. [SEP] order it every year [SEP] Everyone loves a gift card from Amazon … any time of year … but especially for Christmas!  This way they get what they want and you don't have to worry about it being returned! [SEP] Amazon rocks.  Makes everyone happy. [SEP] These tin can guft card holders are super cute and can be used for misc. things after they use the card. Love it!,3,True
"GameStop Gift Cards, Multipack of 3","['Contains 3 plastic gift cards in your choice of design.', ""Redeemable at US GameStop, EB Games, Babbage's, Electronic Boutique, EBX, Planet X, and Software Etc. stores."", 'Over 6,100 stores located throughout the United States.', 'No returns and no refunds on gift cards.']",[],45.0,4.9,1647,258,"Good [SEP] Great gift [SEP] This was in addition to gifts. You can't go wrong with GameStop gift cards for young gamers. Each gamer got 1 and they were very happy. [SEP] My 8 year old grandson was very happy to receive these gift cards for his birthday ! [SEP] Highly recommend ! [SEP] Great gift for my gaming grandson [SEP] Easy to use, fast shipping. [SEP] Worked great in store - didn't have to active or anything. [SEP] Ideal for the grandsons or anyone who plays video games. My grands are between the ages of 7-14 and all appreciated being able to choose their own gift as opposed to returning duplicates this year. [SEP] Grandsons agreed this gift did not suck.  Thanks for hooking a granny up!",3,True
